Year	Format2	Format	Units	Revenue	CPI Adjustment
1987	Physical	Cassette Single		$7,822,100	$22,167,873
1987	Physical	CD		$909,994,405	$2,578,928,950
1987	Physical	CD Single		$0	$0
1987	Physical	DVD Audio		$0	$0
1987	Physical	LP/EP		$481,024,284	$1,363,225,361
1987	Physical	Music Video (Physical)		$0	$0
1987	Physical	Other Physical		$0	$0
1987	Physical	Other Tapes		$0	$0
1987	Physical	SACD		$0	$0
1987	Physical	Vinyl Single		$107,761,416	$305,396,421
1987	Physical	Total		$3,125,558,104	$8,857,848,176
1987	Streaming	Free Streaming		$0	$0
1987	Streaming	Other Streaming		$0	$0
1987	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1987	Streaming	Paid Subscriptions (Premium)		$0	$0
1987	Streaming	Total		$0	$0
1987	Synchronization	Synchronization		$0	$0
1987	Synchronization	Total		$0	$0
1987	Total	Total		$3,125,558,104	$8,857,848,176
1986	Digital Downloads	Download Album		$0	$0
1986	Digital Downloads	Download Music Video		$0	$0
1986	Digital Downloads	Download Single		$0	$0
1986	Digital Downloads	Kiosk		$0	$0
1986	Digital Downloads	Other Digital		$0	$0
1986	Digital Downloads	Ringtones & Ringbacks		$0	$0
1986	Digital Downloads	Total		$0	$0
1986	Physical	8 - Track		$0	$0
1986	Physical	Cassette		$1,367,226,500	$4,016,140,521
1986	Physical	Cassette Single		$0	$0
1986	Physical	CD		$531,115,585	$1,560,118,109
1986	Physical	CD Single		$0	$0
1986	Physical	DVD Audio		$0	$0
1986	Physical	LP/EP		$596,200,821	$1,751,301,833
1986	Physical	Music Video (Physical)		$0	$0
1986	Physical	Other Physical		$0	$0
1986	Physical	Other Tapes		$0	$0
1986	Physical	SACD		$0	$0
1986	Physical	Vinyl Single		$120,906,930	$355,156,385
1986	Physical	Total		$2,615,449,836	$7,682,716,848
1986	Streaming	Free Streaming		$0	$0
1986	Streaming	Other Streaming		$0	$0
1986	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1986	Streaming	Paid Subscriptions (Premium)		$0	$0
1986	Streaming	Total		$0	$0
1986	Synchronization	Synchronization		$0	$0
1986	Synchronization	Total		$0	$0
1986	Total	Total		$2,615,449,836	$7,682,716,848
1985	Digital Downloads	Download Album		$0	$0
1985	Digital Downloads	Download Music Video		$0	$0
1985	Digital Downloads	Download Single		$0	$0
1985	Digital Downloads	Kiosk		$0	$0
1985	Digital Downloads	Other Digital		$0	$0
1985	Digital Downloads	Ringtones & Ringbacks		$0	$0
1985	Digital Downloads	Total		$0	$0
1985	Physical	8 - Track		$0	$0
1985	Physical	Cassette		$1,319,090,500	$3,946,765,361
1985	Physical	Cassette Single		$0	$0
1985	Physical	CD		$222,416,429	$665,477,809
1985	Physical	CD Single		$0	$0
1985	Physical	DVD Audio		$0	$0
1985	Physical	LP/EP		$776,637,997	$2,323,728,315
1985	Physical	Music Video (Physical)		$0	$0
1985	Physical	Other Physical		$0	$0
1985	Physical	Other Tapes		$0	$0
1985	Physical	SACD		$0	$0
1985	Physical	Vinyl Single		$148,947,161	$445,655,165
1985	Physical	Total		$2,467,092,087	$7,381,626,651
1985	Streaming	Free Streaming		$0	$0
1985	Streaming	Other Streaming		$0	$0
1985	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1985	Streaming	Paid Subscriptions (Premium)		$0	$0
1985	Streaming	Total		$0	$0
1985	Synchronization	Synchronization		$0	$0
1985	Synchronization	Total		$0	$0
1985	Total	Total		$2,467,092,087	$7,381,626,651
1984	Digital Downloads	Download Album		$0	$0
1984	Digital Downloads	Download Music Video		$0	$0
1984	Digital Downloads	Download Single		$0	$0
1984	Digital Downloads	Kiosk		$0	$0
1984	Digital Downloads	Other Digital		$0	$0
1984	Digital Downloads	Ringtones & Ringbacks		$0	$0
1984	Digital Downloads	Total		$0	$0
1984	Physical	8 - Track		$0	$0
1984	Physical	Cassette		$1,303,993,300	$4,040,534,312
1984	Physical	Cassette Single		$0	$0
1984	Physical	CD		$58,987,464	$182,777,680
1984	Physical	CD Single		$0	$0
1984	Physical	DVD Audio		$0	$0
1984	Physical	LP/EP		$939,365,037	$2,910,702,581
1984	Physical	Music Video (Physical)		$0	$0
1984	Physical	Other Physical		$0	$0
1984	Physical	Other Tapes		$0	$0
1984	Physical	SACD		$0	$0
1984	Physical	Vinyl Single		$158,329,242	$490,596,641
1984	Physical	Total		$2,460,675,042	$7,624,611,214
1984	Streaming	Free Streaming		$0	$0
1984	Streaming	Other Streaming		$0	$0
1984	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1984	Streaming	Paid Subscriptions (Premium)		$0	$0
1984	Streaming	Total		$0	$0
1984	Synchronization	Synchronization		$0	$0
1984	Synchronization	Total		$0	$0
1984	Total	Total		$2,460,675,042	$7,624,611,214
1983	Digital Downloads	Download Album		$0	$0
1983	Digital Downloads	Download Music Video		$0	$0
1983	Digital Downloads	Download Single		$0	$0
1983	Digital Downloads	Kiosk		$0	$0
1983	Digital Downloads	Other Digital		$0	$0
1983	Digital Downloads	Ringtones & Ringbacks		$0	$0
1983	Digital Downloads	Total		$0	$0
1983	Physical	8 - Track		$0	$0
1983	Physical	Cassette		$990,562,300	$3,201,853,399
1983	Physical	Cassette Single		$0	$0
1983	Physical	CD		$9,821,727	$31,747,351
1983	Physical	CD Single		$0	$0
1983	Physical	DVD Audio		$0	$0
1983	Physical	LP/EP		$1,024,397,952	$3,311,222,387
1983	Physical	Music Video (Physical)		$0	$0
1983	Physical	Other Physical		$0	$0
1983	Physical	Other Tapes		$0	$0
1983	Physical	SACD		$0	$0
1983	Physical	Vinyl Single		$142,745,446	$461,404,590
1983	Physical	Total		$2,167,527,425	$7,006,227,728
1983	Streaming	Free Streaming		$0	$0
1983	Streaming	Other Streaming		$0	$0
1983	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1983	Streaming	Paid Subscriptions (Premium)		$0	$0
1983	Streaming	Total		$0	$0
1983	Synchronization	Synchronization		$0	$0
1983	Synchronization	Total		$0	$0
1983	Total	Total		$2,167,527,425	$7,006,227,728
1982	Digital Downloads	Download Album		$0	$0
1982	Digital Downloads	Download Music Video		$0	$0
1982	Digital Downloads	Download Single		$0	$0
1982	Digital Downloads	Kiosk		$0	$0
1982	Digital Downloads	Other Digital		$0	$0
1982	Digital Downloads	Ringtones & Ringbacks		$0	$0
1982	Digital Downloads	Total		$0	$0
1982	Physical	8 - Track		$19,692,000	$65,696,389
1982	Physical	Cassette		$757,321,500	$2,526,573,634
1982	Physical	Cassette Single		$0	$0
1982	Physical	CD		$0	$0
1982	Physical	CD Single		$0	$0
1982	Physical	DVD Audio		$0	$0
1982	Physical	LP/EP		$1,167,595,321	$3,895,327,879
1982	Physical	Music Video (Physical)		$0	$0
1982	Physical	Other Physical		$0	$0
1982	Physical	Other Tapes		$0	$0
1982	Physical	SACD		$0	$0
1982	Physical	Vinyl Single		$150,007,283	$500,453,831
1982	Physical	Total		$2,094,616,104	$6,988,051,733
1982	Streaming	Free Streaming		$0	$0
1982	Streaming	Other Streaming		$0	$0
1982	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1982	Streaming	Paid Subscriptions (Premium)		$0	$0
1982	Streaming	Total		$0	$0
1982	Synchronization	Synchronization		$0	$0
1982	Synchronization	Total		$0	$0
1982	Total	Total		$2,094,616,104	$6,988,051,733
1981	Digital Downloads	Download Album		$0	$0
1981	Digital Downloads	Download Music Video		$0	$0
1981	Digital Downloads	Download Single		$0	$0
1981	Digital Downloads	Kiosk		$0	$0
1981	Digital Downloads	Other Digital		$0	$0
1981	Digital Downloads	Ringtones & Ringbacks		$0	$0
1981	Digital Downloads	Total		$0	$0
1981	Physical	8 - Track		$171,211,000	$606,382,651
1981	Physical	Cassette		$581,351,600	$2,058,988,759
1981	Physical	Cassette Single		$0	$0
1981	Physical	CD		$0	$0
1981	Physical	CD Single		$0	$0
1981	Physical	DVD Audio		$0	$0
1981	Physical	LP/EP		$1,420,268,019	$5,030,201,834
1981	Physical	Music Video (Physical)		$0	$0
1981	Physical	Other Physical		$0	$0
1981	Physical	Other Tapes		$0	$0
1981	Physical	SACD		$0	$0
1981	Physical	Vinyl Single		$135,907,658	$481,347,847
1981	Physical	Total		$2,308,738,277	$8,176,921,090
1981	Streaming	Free Streaming		$0	$0
1981	Streaming	Other Streaming		$0	$0
1981	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1981	Streaming	Paid Subscriptions (Premium)		$0	$0
1981	Streaming	Total		$0	$0
1981	Synchronization	Synchronization		$0	$0
1981	Synchronization	Total		$0	$0
1981	Total	Total		$2,308,738,277	$8,176,921,090
1980	Digital Downloads	Download Album		$0	$0
1980	Digital Downloads	Download Music Video		$0	$0
1980	Digital Downloads	Download Single		$0	$0
1980	Digital Downloads	Kiosk		$0	$0
1980	Digital Downloads	Other Digital		$0	$0
1980	Digital Downloads	Ringtones & Ringbacks		$0	$0
1980	Digital Downloads	Total		$0	$0
1980	Physical	8 - Track		$288,269,000	$1,126,288,673
1980	Physical	Cassette		$385,635,000	$1,506,704,961
1980	Physical	Cassette Single		$0	$0
1980	Physical	CD		$0	$0
1980	Physical	CD Single		$0	$0
1980	Physical	DVD Audio		$0	$0
1980	Physical	LP/EP		$1,334,325,337	$5,213,309,489
1980	Physical	Music Video (Physical)		$0	$0
1980	Physical	Other Physical		$0	$0
1980	Physical	Other Tapes		$0	$0
1980	Physical	SACD		$0	$0
1980	Physical	Vinyl Single		$132,515,268	$517,747,121
1980	Physical	Total		$2,140,744,604	$8,364,050,244
1980	Streaming	Free Streaming		$0	$0
1980	Streaming	Other Streaming		$0	$0
1980	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1980	Streaming	Paid Subscriptions (Premium)		$0	$0
1980	Streaming	Total		$0	$0
1980	Synchronization	Synchronization		$0	$0
1980	Synchronization	Total		$0	$0
1980	Total	Total		$2,140,744,604	$8,364,050,244
1979	Digital Downloads	Download Album		$0	$0
1979	Digital Downloads	Download Music Video		$0	$0
1979	Digital Downloads	Download Single		$0	$0
1979	Digital Downloads	Kiosk		$0	$0
1979	Digital Downloads	Other Digital		$0	$0
1979	Digital Downloads	Ringtones & Ringbacks		$0	$0
1979	Digital Downloads	Total		$0	$0
1979	Physical	8 - Track		$374,312,100	$1,659,878,243
1979	Physical	Cassette		$317,588,200	$1,408,337,436
1979	Physical	Cassette Single		$0	$0
1979	Physical	CD		$0	$0
1979	Physical	CD Single		$0	$0
1979	Physical	DVD Audio		$0	$0
1979	Physical	LP/EP		$1,247,594,190	$5,532,427,221
1979	Physical	Music Video (Physical)		$0	$0
1979	Physical	Other Physical		$0	$0
1979	Physical	Other Tapes		$0	$0
1979	Physical	SACD		$0	$0
1979	Physical	Vinyl Single		$187,429,594	$831,152,148
1979	Physical	Total		$2,126,924,084	$9,431,795,047
1979	Streaming	Free Streaming		$0	$0
1979	Streaming	Other Streaming		$0	$0
1979	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1979	Streaming	Paid Subscriptions (Premium)		$0	$0
1979	Streaming	Total		$0	$0
1979	Synchronization	Synchronization		$0	$0
1979	Synchronization	Total		$0	$0
1979	Total	Total		$2,126,924,084	$9,431,795,047
1978	Digital Downloads	Download Album		$0	$0
1978	Digital Downloads	Download Music Video		$0	$0
1978	Digital Downloads	Download Single		$0	$0
1978	Digital Downloads	Kiosk		$0	$0
1978	Digital Downloads	Other Digital		$0	$0
1978	Digital Downloads	Ringtones & Ringbacks		$0	$0
1978	Digital Downloads	Total		$0	$0
1978	Physical	8 - Track		$518,556,000	$2,560,513,410
1978	Physical	Cassette		$246,040,600	$1,214,893,388
1978	Physical	Cassette Single		$0	$0
1978	Physical	CD		$0	$0
1978	Physical	CD Single		$0	$0
1978	Physical	DVD Audio		$0	$0
1978	Physical	LP/EP		$1,500,084,934	$7,407,083,497
1978	Physical	Music Video (Physical)		$0	$0
1978	Physical	Other Physical		$0	$0
1978	Physical	Other Tapes		$0	$0
1978	Physical	SACD		$0	$0
1978	Physical	Vinyl Single		$137,974,897	$681,289,143
1978	Physical	Total		$2,402,656,431	$11,863,779,437
1978	Streaming	Free Streaming		$0	$0
1978	Streaming	Other Streaming		$0	$0
1978	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1978	Streaming	Paid Subscriptions (Premium)		$0	$0
1978	Streaming	Total		$0	$0
1978	Synchronization	Synchronization		$0	$0
1978	Synchronization	Total		$0	$0
1978	Total	Total		$2,402,656,431	$11,863,779,437
1977	Digital Downloads	Download Album		$0	$0
1977	Digital Downloads	Download Music Video		$0	$0
1977	Digital Downloads	Download Single		$0	$0
1977	Digital Downloads	Kiosk		$0	$0
1977	Digital Downloads	Other Digital		$0	$0
1977	Digital Downloads	Ringtones & Ringbacks		$0	$0
1977	Digital Downloads	Total		$0	$0
1977	Physical	8 - Track		$443,617,000	$2,356,755,575
1977	Physical	Cassette		$136,531,200	$725,334,391
1977	Physical	Cassette Single		$0	$0
1977	Physical	CD		$0	$0
1977	Physical	CD Single		$0	$0
1977	Physical	DVD Audio		$0	$0
1977	Physical	LP/EP		$1,331,353,430	$7,072,935,931
1977	Physical	Music Video (Physical)		$0	$0
1977	Physical	Other Physical		$0	$0
1977	Physical	Other Tapes		$0	$0
1977	Physical	SACD		$0	$0
1977	Physical	Vinyl Single		$129,917,968	$690,200,998
1977	Physical	Total		$2,041,419,599	$10,845,226,895
1977	Streaming	Free Streaming		$0	$0
1977	Streaming	Other Streaming		$0	$0
1977	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1977	Streaming	Paid Subscriptions (Premium)		$0	$0
1977	Streaming	Total		$0	$0
1977	Synchronization	Synchronization		$0	$0
1977	Synchronization	Total		$0	$0
1977	Total	Total		$2,041,419,599	$10,845,226,895
1976	Digital Downloads	Download Album		$0	$0
1976	Digital Downloads	Download Music Video		$0	$0
1976	Digital Downloads	Download Single		$0	$0
1976	Digital Downloads	Kiosk		$0	$0
1976	Digital Downloads	Other Digital		$0	$0
1976	Digital Downloads	Ringtones & Ringbacks		$0	$0
1976	Digital Downloads	Total		$0	$0
1976	Physical	8 - Track		$370,975,400	$2,098,997,069
1976	Physical	Cassette		$79,697,900	$450,934,640
1976	Physical	Cassette Single		$0	$0
1976	Physical	CD		$0	$0
1976	Physical	CD Single		$0	$0
1976	Physical	DVD Audio		$0	$0
1976	Physical	LP/EP		$1,008,628,652	$5,706,870,548
1976	Physical	Music Video (Physical)		$0	$0
1976	Physical	Other Physical		$0	$0
1976	Physical	Other Tapes		$2,789,700	$15,784,260
1976	Physical	SACD		$0	$0
1976	Physical	Vinyl Single		$129,917,968	$735,082,258
1976	Physical	Total		$1,592,009,621	$9,007,668,774
1976	Streaming	Free Streaming		$0	$0
1976	Streaming	Other Streaming		$0	$0
1976	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1976	Streaming	Paid Subscriptions (Premium)		$0	$0
1976	Streaming	Total		$0	$0
1976	Synchronization	Synchronization		$0	$0
1976	Synchronization	Total		$0	$0
1976	Total	Total		$1,592,009,621	$9,007,668,774
1975	Digital Downloads	Download Album		$0	$0
1975	Digital Downloads	Download Music Video		$0	$0
1975	Digital Downloads	Download Single		$0	$0
1975	Digital Downloads	Kiosk		$0	$0
1975	Digital Downloads	Other Digital		$0	$0
1975	Digital Downloads	Ringtones & Ringbacks		$0	$0
1975	Digital Downloads	Total		$0	$0
1975	Physical	8 - Track		$318,901,000	$1,908,326,109
1975	Physical	Cassette		$54,043,600	$323,400,720
1975	Physical	Cassette Single		$0	$0
1975	Physical	CD		$0	$0
1975	Physical	CD Single		$0	$0
1975	Physical	DVD Audio		$0	$0
1975	Physical	LP/EP		$900,669,602	$5,389,670,516
1975	Physical	Music Video (Physical)		$0	$0
1975	Physical	Other Physical		$0	$0
1975	Physical	Other Tapes		$5,579,400	$33,387,524
1975	Physical	SACD		$0	$0
1975	Physical	Vinyl Single		$112,107,916	$670,861,690
1975	Physical	Total		$1,391,301,519	$8,325,646,558
1975	Streaming	Free Streaming		$0	$0
1975	Streaming	Other Streaming		$0	$0
1975	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1975	Streaming	Paid Subscriptions (Premium)		$0	$0
1975	Streaming	Total		$0	$0
1975	Synchronization	Synchronization		$0	$0
1975	Synchronization	Total		$0	$0
1975	Total	Total		$1,391,301,519	$8,325,646,558
1974	Digital Downloads	Download Album		$0	$0
1974	Digital Downloads	Download Music Video		$0	$0
1974	Digital Downloads	Download Single		$0	$0
1974	Digital Downloads	Kiosk		$0	$0
1974	Digital Downloads	Other Digital		$0	$0
1974	Digital Downloads	Ringtones & Ringbacks		$0	$0
1974	Digital Downloads	Total		$0	$0
1974	Physical	8 - Track		$300,412,400	$1,961,778,282
1974	Physical	Cassette		$47,698,400	$311,484,097
1974	Physical	Cassette Single		$0	$0
1974	Physical	CD		$0	$0
1974	Physical	CD Single		$0	$0
1974	Physical	DVD Audio		$0	$0
1974	Physical	LP/EP		$822,429,617	$5,370,698,947
1974	Physical	Music Video (Physical)		$0	$0
1974	Physical	Other Physical		$0	$0
1974	Physical	Other Tapes		$7,275,100	$47,508,469
1974	Physical	SACD		$0	$0
1974	Physical	Vinyl Single		$102,831,848	$671,521,167
1974	Physical	Total		$1,280,647,364	$8,362,990,961
1974	Streaming	Free Streaming		$0	$0
1974	Streaming	Other Streaming		$0	$0
1974	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1974	Streaming	Paid Subscriptions (Premium)		$0	$0
1974	Streaming	Total		$0	$0
1974	Synchronization	Synchronization		$0	$0
1974	Synchronization	Total		$0	$0
1974	Total	Total		$1,280,647,364	$8,362,990,961
1973	Digital Downloads	Download Album		$0	$0
1973	Digital Downloads	Download Music Video		$0	$0
1973	Digital Downloads	Download Single		$0	$0
1973	Digital Downloads	Kiosk		$0	$0
1973	Digital Downloads	Other Digital		$0	$0
1973	Digital Downloads	Ringtones & Ringbacks		$0	$0
1973	Digital Downloads	Total		$0	$0
1973	Physical	8 - Track		$267,483,000	$1,939,510,799
1973	Physical	Cassette		$41,572,000	$301,437,261
1973	Physical	Cassette Single		$0	$0
1973	Physical	CD		$0	$0
1973	Physical	CD Single		$0	$0
1973	Physical	DVD Audio		$0	$0
1973	Physical	LP/EP		$755,713,350	$5,479,653,671
1973	Physical	Music Video (Physical)		$0	$0
1973	Physical	Other Physical		$0	$0
1973	Physical	Other Tapes		$8,533,200	$61,873,964
1973	Physical	SACD		$0	$0
1973	Physical	Vinyl Single		$100,711,603	$730,256,660
1973	Physical	Total		$1,174,013,153	$8,512,732,355
1973	Streaming	Free Streaming		$0	$0
1973	Streaming	Other Streaming		$0	$0
1973	Streaming	Paid Subscriptions (Non-Premium)		$0	$0
1973	Streaming	Paid Subscriptions (Premium)		$0	$0
1973	Streaming	Total		$0	$0
1973	Synchronization	Synchronization		$0	$0
1973	Synchronization	Total		$0	$0
1973	Total	Total		$1,174,013,153	$8,512,732,355
Total	Total	Total		$284,050,890,850	$534,934,907,924
